,604N,608N,614N,613N,621N,625N,631N,632N,636N,640N,630N,638N,603N,624N,635N,639N,619N,637N,607N,623N,602N,634N,629N,601N,606N,618N,622N,633N,617N,612N,616N,626N,611N,615N,610N,609N,628N,627N
013250_6..N01R::1404792000.0,11,-102,-51,-118,46,-7,40,15,40,71,12,-13,-16,4,27,8,17,39,-20,6,-33,-3,15,41,-20,-11,-2,-11,7,-7,-26,-10,20,-7,-21,-15,-13,-3
015250_6..N01R::1404792000.0,-5,-99,8,-112,23,21,18,15,36,-19,13,-7,-9,-10,76,13,40,11,2,-35,-27,5,3,45,-16,6,-19,1,14,12,5,-6,5,13,-7,17,-2,-28
017250_6..N01R::1404792000.0,-14,-107,-7,-113,67,-8,3,-46,-7,131,58,21,-9,18,24,-19,15,157,7,1,-25,18,25,45,-25,-14,7,-38,7,-3,11,1,-3,-1,-10,-1,13,10
019250_6..N01R::1404792000.0,,,,,1010,15,7,2,49,6,-3,11,,9,10,-1,26,155,,18,,17,0,,,,-4,8,,,,17,,,,,1,7
021250_6..N01R::1404792000.0,-9,-111,-14,-97,56,-7,6,-5,23,161,1,-5,-34,-10,102,18,-4,162,-2,5,,0,8,67,-14,-15,22,-4,4,2,-28,-11,-2,-12,-7,0,11,-9
023250_6..N01R::1404792000.0,-10,-182,14,-103,39,6,27,-5,47,-19,-6,19,-37,27,18,10,28,120,14,-1,-28,16,-7,40,,16,9,4,-3,0,-115,10,22,-4,12,-15,23,22
025250_6..N01R::1404792000.0,4,-178,-20,-212,27,4,10,23,38,-19,2,9,1,-74,46,-4,12,61,14,,-14,-23,4,55,-25,-20,8,-1,-34,-13,0,4,-58,14,-21,-14,3,-20
027250_6..N01R::1404792000.0,41,-62,-5,60,22,-8,5,8,23,-19,8,-25,4,-12,,-9,3,-1,12,4,-11,-9,14,58,-17,0,-7,13,-11,-5,15,-10,-10,-3,12,-9,-15,-61
019250_6..N::1404792000.0,,1421,,-78,,,,,,,,,,,,,1901,,,,,,,49,,,,,,,,,,,,,,
029250_6..N01R::1404792000.0,9,19,-5,69,19,-1,-15,16,15,-19,-3,-20,7,-7,34,1,4,3,11,4,-10,2,-5,59,-21,3,-6,-8,-9,-8,-9,-2,15,6,6,14,-5,3
031050_6..N01R::1404792000.0,-1,13,18,11,32,5,16,4,6,26,-2,16,-6,14,33,13,12,6,25,16,-23,0,24,71,-22,-28,15,16,12,14,-45,8,-37,-3,9,11,18,18
032450_6..N01R::1404792000.0,15,1,7,17,17,18,32,4,17,11,17,-6,13,5,42,21,20,15,20,15,-23,-9,18,60,-8,12,27,11,-33,5,-5,17,0,12,-10,-6,18,-8
033600_6..N01R::1404792000.0,4,16,15,19,17,16,18,-3,-9,36,5,-28,2,8,20,-7,16,21,-29,15,-14,-12,3,47,-32,12,24,8,23,-2,13,20,-5,-4,12,14,0,3
034800_6..N01R::1404792000.0,3,-12,8,15,17,3,5,5,20,-19,6,-6,-4,-4,22,16,20,17,7,7,-21,-72,0,51,-9,-8,19,14,5,5,2,24,0,15,-19,14,0,4
036000_6..N01R::1404792000.0,4,-1,-4,9,17,19,99,4,14,-19,9,10,5,17,3,-4,23,5,16,-2,-17,-16,8,44,-22,-9,16,9,7,-5,10,16,-6,-1,14,-7,0,-2
037050_6..N01R::1404792000.0,-3,16,4,24,16,19,14,8,-4,-19,14,12,-7,23,33,-1,5,5,-1,-36,-27,33,-2,55,-15,3,17,16,-12,10,-6,-3,8,11,0,6,18,13
037850_6..N01R::1404792000.0,-5,-1,5,18,-7,-7,60,18,22,-19,-36,-1,-31,11,28,17,4,-8,24,-7,-20,8,23,49,,4,3,-5,-9,21,-7,-8,-13,9,12,-61,6,5
038650_6..N01R::1404792000.0,11,-15,-14,23,17,-10,67,-38,7,-19,12,6,12,-13,12,-6,-4,-1,9,4,3,-14,26,38,,-4,19,8,14,6,-62,-13,4,-6,-4,7,20,-8
039450_6..N01R::1404792000.0,,,4,,25,21,48,25,6,21,25,13,,20,36,4,-7,2,,-33,,21,28,,,-10,4,7,-27,,-33,29,,11,,,31,20
040250_6..N01R::1404792000.0,6,-5,-2,9,5,-5,25,20,0,34,5,17,-1,-14,32,8,-32,7,14,-7,-87,11,26,72,-22,-8,-21,-1,13,-11,-12,3,-11,6,8,-16,19,14
040950_6..N01R::1404792000.0,5,-19,10,25,12,-2,58,-6,0,-19,14,4,8,-5,36,-7,98,-5,-32,-25,-73,5,20,77,-15,10,18,-2,0,10,-37,-5,6,16,-4,4,-9,-1
041600_6..N01R::1404792000.0,2,-2,-49,64,19,24,61,1,14,-19,12,11,-9,-8,18,-3,9,7,22,6,-26,-14,9,63,-26,12,23,7,1,-7,6,2,-7,-5,-16,-6,2,5
042250_6..N01R::1404792000.0,116,-98,8,16,4,8,36,-7,16,11,23,-4,12,4,26,11,48,16,17,-13,-34,9,20,-3,-22,10,6,-37,-6,6,-7,9,7,10,2,10,18,17
042800_6..N03R::1404792000.0,,-32,5,49,5,14,23,9,9,-19,19,7,,13,79,-6,-18,1,,-2,,-78,12,,,-21,10,14,-6,-1,-4,31,-4,11,14,18,5,10
043200_6..N01R::1404792000.0,-9,-25,4,-9,0,10,31,-10,-27,-19,23,5,-11,-12,77,-9,0,3,-16,-9,-22,10,36,52,,0,9,-4,-10,10,-18,-14,-18,8,-20,-6,4,3
043650_6..N03R::1404792000.0,,-8,-8,5,61,-30,41,4,12,-19,22,-9,,-33,83,6,19,17,,11,,-12,14,,,-8,0,9,10,-6,6,-77,-53,-6,14,,0,2
044100_6..N01R::1404792000.0,36,32,-16,20,15,-3,-5,-5,19,-19,32,0,5,1,61,17,24,22,6,4,-16,14,40,56,-21,-13,20,3,5,-4,8,6,-4,-9,-11,0,12,31
044550_6..N03R::1404792000.0,,14,6,-5,27,-2,11,12,2,-19,-61,12,,2,68,1,3,4,,11,,-23,19,,,-1,-2,-4,-10,10,-11,4,-22,10,2,6,5,28
044950_6..N01R::1404792000.0,14,10,-6,9,20,23,41,-26,33,-19,23,21,13,129,31,19,13,6,29,24,-21,-23,33,49,-20,4,2,-4,15,21,20,1,17,1,3,5,19,13
045300_6..N03R::1404792000.0,,,,,,,44,27,16,6,81,8,,,111,4,,30,,,,7,10,,,,,10,,,,,,,,,,
045700_6..N01R::1404792000.0,15,7,-3,18,17,6,56,12,19,-3,40,14,12,-31,39,17,26,30,18,-22,-8,12,45,42,-27,9,-69,-4,19,19,0,8,14,12,3,5,22,31
046100_6..N03R::1404792000.0,,13,-3,19,21,16,32,-6,-7,28,16,1,,5,15,-8,25,21,,15,,12,20,,,-9,-5,2,10,-10,6,-13,16,-9,5,-18,25,4
046500_6..N01R::1404792000.0,11,22,0,8,29,21,46,81,5,12,31,13,7,6,14,3,20,1,26,6,-22,19,14,67,-27,13,15,5,-4,16,-2,21,-7,10,-4,57,-3,-13
046900_6..N03R::1404792000.0,,6,-33,26,15,-5,2,6,6,34,20,16,,39,15,10,7,3,,14,,12,18,,,19,20,14,-6,13,6,-11,12,6,29,3,15,14
047300_6..N01R::1404792000.0,8,6,263,5,2,-2,16,18,16,-19,3,-15,8,13,105,-2,17,12,1,-3,-8,1,-9,49,-14,-14,13,-43,0,-9,-34,-2,-11,9,-16,-5,1,3
039450_6..N::1404792000.0,12,1,,34,,,,,,,,,10,,,,,,18,,-13,,,54,-28,,,,,,,,,,,,,
047650_6..N06R::1404792000.0,,,,,15,-8,60,4,-67,34,52,-9,,-3,61,16,,18,,5,,-26,44,,,,-8,17,,,,-4,,,,,30,17
048050_6..N03R::1404792000.0,,,,,,,,,,6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048450_6..N01R::1404792000.0,,,,,,,,,,6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048850_6..N06R::1404792000.0,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049250_6..N03R::1404792000.0,,,,,,,,,,6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049650_6..N01R::1404792000.0,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050050_6..N01R::1404792000.0,,,,,23,19,38,54,5,5,12,6,,4,22,5,17,18,,7,,-26,20,,,34,-1,15,,,,2,,,,,19,26
050400_6..N03R::1404792000.0,,16,-15,-3,-25,-27,31,79,18,23,8,-17,,-3,-4,6,29,5,,-57,,11,43,,,8,20,-2,14,14,7,-6,-22,-9,1,4,133,21
050750_6..N06R::1404792000.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045300_6..N::1404792000.0,,4,,60,53,-12,,,,,,,,5,,,12,,,7,,,431,,,-3,-15,,13,,-94,-8,,,,,,
051050_6..N01R::1404792000.0,,,,,,,,,,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048400_6..N03R::1404792000.0,,-30,5,-15,33,18,85,20,-18,16,50,-26,,29,67,-4,-3,25,,-1,,125,82,,,-5,37,23,9,-27,-38,18,-35,9,15,-61,43,20
051350_6..N01R::1404792000.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051650_6..N03R::1404792000.0,,,,,,,,,,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051950_6..N01R::1404792000.0,6,56,14,21,235,14,8,-11,21,12,24,4,-4,0,42,8,19,12,21,6,-14,-4,-11,-138,-19,5,57,5,-7,-11,6,24,11,10,55,116,15,17
052250_6..N03R::1404792000.0,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048800_6..N01R::1404792000.0,13,20,-7,21,12,-17,106,37,38,37,54,22,16,-18,89,21,28,127,28,-35,-11,26,77,34,16,13,-32,46,19,21,-26,83,0,-21,16,17,39,33
049050_6..N06R::1404792000.0,,,,,,,,,,300,,,,,,-38,,,,,,,,,,,,,,,,,,,,,,
052500_6..N01R::1404792000.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052800_6..N01R::1404792000.0,,-19,62,86,14,25,25,19,35,30,21,14,,2,40,5,31,18,-8,30,50,18,16,51,-7,23,28,3,27,68,1,-1,31,-85,-23,24,14,18
053100_6..N03R::1404792000.0,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049700_6..N06R::1404792000.0,,,,,,43,42,124,-20,,21,-11,,-17,85,41,,-36,,-28,,17,54,,,,-72,23,,,,103,,,,,57,73
053400_6..N01R::1404792000.0,,,,,,,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053700_6..N06R::1404792000.0,,,,,,,,,,-139,,,,,,-17,,,,,,,,,,,,,,,,,,,,,,
053950_6..N03R::1404792000.0,,,188,-12,99,167,40,9,4,-49,11,-69,,41,43,8,106,13,,1,,-1,8,,,58,11,18,199,,29,19,,12,,,1,8
054150_6..N01R::1404792000.0,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050850_6..N03R::1404792000.0,,-19,3,-3,18,-2,53,11,23,131,34,-1,,9,49,11,27,10,,13,,9,20,,,16,-15,8,15,14,-8,13,2,-1,-8,-6,-7,6
047650_6..N::1404792000.0,-10,12,11,18,551,,,,,,,,-12,,,,4,,28,,,,,46,-21,-5,,,14,-9,7,,18,-6,5,12,,
051050_6..N::1404792000.0,,,,,146,8,31,30,65,191,26,-4,,-4,43,14,75,16,,-37,,70,-8,,,,0,20,,,,-4,,,,,37,20
054400_6..N07R::1404792000.0,,,,,,,,,,24,,,,,,-101,,,,,,,,,,,,,,,,,,,,,,
054600_6..N01R::1404792000.0,,,,,66,41,-6,-3,20,33,-1,10,,-5,12,1,,4,,14,,15,-6,,,,24,5,,,,33,,,,,21,13
054800_6..N01R::1404792000.0,,,,,15,14,25,18,20,-19,28,6,,25,19,0,31,28,,12,,14,15,,,,29,-2,,,,17,,,,,2,3
051550_6..N03R::1404792000.0,,,,,25,7,47,25,22,11,-27,5,,14,44,-3,63,21,,-6,,22,16,,,-14,3,13,4,,-93,10,,,,,10,28
055050_6..N07R::1404792000.0,,,,,,,,,26,23,,-6,,,46,15,,40,,,,-7,,,,,,-56,,,,,,,,,,
055300_6..N01R::1404792000.0,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051650_6..N::1404792000.0,18,140,0,13,24,-5,-5,7,30,221,-3,4,,16,24,0,29,19,,-3,,12,20,53,,0,70,20,6,27,2,-16,-12,6,7,233,79,-8
055550_6..N07R::1404792000.0,,,,,,,,,,5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055800_6..N01R::1404792000.0,,,,,,,,,,5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052250_6..N::1404792000.0,8,12,12,-32,2,18,40,14,9,101,6,44,-72,11,85,10,24,36,36,10,,17,23,38,5,2,25,-3,-5,58,12,0,47,7,228,-30,20,20
052550_6..N03R::1404792000.0,,,-24,17,14,-4,24,3,86,12,14,36,,-7,29,-5,56,24,,63,,-5,23,,,10,187,17,11,,41,8,,17,,,12,3
056050_6..N07R::1404792000.0,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056300_6..N01R::1404792000.0,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053100_6..N::1404792000.0,,56,90,64,28,17,31,10,-26,,20,13,29,11,25,5,33,29,31,58,-5,-83,10,65,,21,28,22,10,2,3,8,,68,8,0,-9,-3
053400_6..N::1404792000.0,,,83,3,38,4,37,-37,37,-49,2,11,,160,-37,-1,50,-4,,67,,-11,20,,,1,21,7,20,300,51,-8,,84,,,7,11
049700_6..N::1404792000.0,,-5,-14,6,48,,,,,,,,,,,,18,,,,,,,,,13,,,2,10,-105,,7,-8,-10,-5,,
056550_6..N01R::1404792000.0,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056800_6..N07R::1404792000.0,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053700_6..N::1404792000.0,0,,26,21,35,15,41,16,-27,,0,-6,28,4,64,-109,21,21,,18,-8,-35,26,44,,28,-1,-8,50,-3,26,5,-2,83,-6,-23,17,2
057100_6..N01R::1404792000.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054150_6..N::1404792000.0,,-18,6,-2,12,29,45,2,-1,-19,36,24,,13,27,20,100,10,,3,,12,12,,,63,281,16,50,,-28,8,,,,,-1,-4
057400_6..N07R::1404792000.0,,,,,,,,,,-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057700_6..N07R::1404792000.0,,10,17,-162,32,18,26,,80,30,7,36,,2,100,-2,20,71,,7,,27,18,,,-14,12,,-1,,-3,,,4,,,-35,
054550_6..N01R::1404792000.0,10,-59,35,,-9,36,31,11,4,-19,17,4,64,20,21,-13,98,1,-11,15,-6,19,-4,39,8,69,42,-4,-4,0,,24,2,191,-1,-20,-5,16
058050_6..N01R::1404792000.0,17,-44,11,-64,33,19,12,38,93,-79,-36,55,22,12,41,48,13,89,11,-12,1,,-37,59,11,13,-5,27,-9,1,10,4,2,-2,19,33,,
050050_6..N::1404792000.0,14,10,,911,,,,,,,,,9,,,,,,-2,,4,,,53,0,,,,,,,,,,,,,
058400_6..N07R::1404792000.0,,2,-6,-189,6,-7,-18,36,-5,41,-50,67,,-55,,89,-4,53,,-8,,4,,,,-9,,-4,-16,,4,6,,-12,,,,-3
058750_6..N01R::1404792000.0,76,-243,15,-100,23,17,,,15,71,-9,,20,3,16,-6,12,,39,13,12,187,27,55,1,9,-2,,23,19,-59,-79,13,-7,-25,75,17,9
055300_6..N::1404792000.0,,,,,44,24,58,14,10,,11,11,,53,17,2,113,23,,65,,14,7,,,205,84,-4,,342,,-78,,,,,30,-26
055550_6..N::1404792000.0,-10,24,10,-68,-10,78,20,21,59,23,56,-13,144,76,49,3,22,7,44,89,-17,15,14,48,-5,69,74,-3,-24,,,47,,97,,,16,
055800_6..N::1404792000.0,,,,,14,52,12,40,-1,33,-5,22,,56,20,13,112,10,,7,,13,-15,,,511,-72,1,,342,,86,,,,,7,65
059100_6..N07R::1404792000.0,,,,,56,15,7,,-8,-109,-7,-1,,18,28,,,18,,-5,,-7,14,,,,10,,,,,28,,,,,-27,8
050100_6..N01R::1404792000.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056100_6..N01R::1404792000.0,15,5,6,26,10,-6,10,27,28,131,33,-3,23,,43,24,13,11,31,,435,9,70,69,0,,17,15,,5,217,54,16,-4,20,9,86,108
055050_6..N::1404792000.0,-8,101,9,-14,110,-5,13,26,,,51,,-5,-78,,,-45,,24,5,-14,,24,71,14,-10,55,191,157,,-24,-4,,108,,,20,11
059450_6..N06R::1404792000.0,,,,,176,6,11,25,0,11,32,14,,2,,-1,53,-20,,13,,,,,,,26,3,,,,11,,,,,17,20
059800_6..N01R::1404792000.0,0,-162,-6,-71,-2,-6,14,8,-6,32,3,,17,-8,50,,20,,20,3,45,-34,23,63,56,9,16,22,18,13,0,-4,6,6,-1,9,13,11
051550_6..N::1404792000.0,,39,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,-11,11,,-7,,-11,5,,
057150_6..N07R::1404792000.0,,24,14,29,,9,140,84,16,-109,71,11,,5,49,11,325,31,,-13,,-23,17,,,5,31,15,-15,,10,12,,-2,,,,
060200_6..N06R::1404792000.0,,,,,,,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057550_6..N01R::1404792000.0,34,-24,9,-143,29,,66,-16,78,11,44,24,10,24,127,1,-62,60,0,-38,12,88,27,48,29,18,9,36,0,11,-6,,-7,13,-4,17,19,-21
060600_6..N01R::1404792000.0,-3,-161,18,-74,23,6,162,23,22,-349,19,,33,14,38,,17,10,27,-5,-1,-8,14,62,18,-11,11,-54,13,-8,0,28,10,7,-2,1,8,5
061000_6..N06R::1404792000.0,,,,,17,23,24,28,31,-19,27,-36,,12,51,29,43,14,,20,,54,12,,,,-3,12,,,,2,,,,,29,21
052550_6..N::1404792000.0,,78,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061400_6..N01R::1404792000.0,74,-162,-14,-90,-4,-5,32,8,8,-79,2,7,43,6,8,-6,10,2,-21,12,16,15,3,26,5,-4,20,21,10,14,-65,14,10,-5,3,11,1,-6
061800_6..N06R::1404792000.0,,,,,8,23,46,15,21,11,27,-12,,21,29,13,52,14,,11,,-5,20,,,,16,70,,,,-7,,,,,-32,-3
054600_6..N::1404792000.0,7,19,-7,21,581,,,,,,,,3,,,,-7,,-3,,-17,,,49,-6,,,,115,-17,-53,,8,-24,,16,,
054800_6..N::1404792000.0,,2,-69,12,,,,,,,,,,,,,461,,,,,,,,,-34,,,,-27,-44,,-14,66,3,-16,,
062200_6..N01R::1404792000.0,,,,,,,,,,-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062600_6..N06R::1404792000.0,,,,,9,5,35,0,19,-19,8,-1,,-1,28,-8,49,21,,8,,-78,29,,,,20,8,,,,26,,,,,12,14
053950_6..N::1404792000.0,,-100,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063000_6..N01R::1404792000.0,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063400_6..N06R::1404792000.0,,,,,28,13,49,26,18,-19,22,20,,22,46,21,32,35,,21,,-1,28,,,,18,13,,,,44,,,,,30,10
063800_6..N01R::1404792000.0,15,-186,11,-68,53,12,44,16,-4,-79,6,18,8,22,83,11,30,4,5,-13,,4,22,,-4,6,-2,-8,12,-9,-68,0,-17,-38,-8,-9,2,14
064200_6..N06R::1404792000.0,,,,,16,8,24,2,3,17,1,16,,-6,45,18,46,7,,3,,-13,26,,,,9,7,,,,13,,,,,8,3
061600_6..N01R::1404792000.0,11,-159,1,-75,39,3,53,52,24,-19,-2,18,57,13,18,11,27,1,0,21,42,18,-2,56,2,12,25,4,126,4,-74,-9,-4,17,13,16,-5,-5
064600_6..N01R::1404792000.0,,,0,-85,-16,-14,22,-1,-13,11,8,-8,,1,40,4,1,16,,-18,,-7,3,,,-3,17,4,9,7,-33,5,-44,11,,,-12,15
065000_6..N06R::1404792000.0,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065400_6..N01R::1404792000.0,,,,,,,,,,-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065800_6..N06R::1404792000.0,,,,,35,16,10,10,7,28,18,20,,19,46,12,43,9,,-6,,-20,41,,,,9,-5,,,,-10,,,,,14,7
059100_6..N::1404792000.0,,,,,341,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,
066200_6..N01R::1404792000.0,,,,,,,,,,-589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066600_6..N06R::1404792000.0,,,,,16,17,31,-42,11,11,-6,2,,19,28,-10,18,29,,-5,,19,21,,,,16,1,,,,7,,,,,18,16
064050_6..N06R::1404792000.0,,,,,18,-5,29,14,-5,-19,23,12,,-26,22,10,22,-1,,7,,9,44,,,,-16,-5,,,,6,,,,,16,20
067000_6..N01R::1404792000.0,,,,,-53,14,26,-1,4,11,4,5,,0,-16,-4,,-3,,14,,-12,0,,,,2,8,,,,14,,,,,-4,-4
067400_6..N06R::1404792000.0,,,,,,18,-5,22,9,-49,21,10,,-62,46,-3,,4,,,,20,0,,,,,1,,,,20,,,,,-3,-2
067800_6..N01R::1404792000.0,,,,,,,,,,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068200_6..N06R::1404792000.0,,,,,,,,,,-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068600_6..N01R::1404792000.0,,,,,,,,,8,11,,-3,,,32,-9,,10,,,,-5,,,,,,-23,,,,,,,,,,
069000_6..N06R::1404792000.0,,,,,,,,,22,-19,,17,,,18,8,,28,,,,-82,,,,,,,,,,,,,,,,
069400_6..N01R::1404792000.0,,,,,,,,,26,-139,,22,,,,23,,5,,,,,,,,,,,,,,,,,,,,
069800_6..N06R::1404792000.0,,,,,,,,,,-19,,,,,,-113,,,,,,,,,,,,,,,,,,,,,,
070200_6..N01R::1404792000.0,,,,,,,,,,-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070600_6..N06R::1404792000.0,,,,,,,,,,-469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071000_6..N01R::1404792000.0,,,,,,,,,,-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068300_6..N01R::1404792000.0,,,,,,,-33,-23,19,41,,4,,,102,10,,47,,,,32,,,,,,-18,,,,,,,,,,
071400_6..N06R::1404792000.0,,,,,,,,,,-949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071800_6..N01R::1404792000.0,,,,,,,,,,-1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072200_6..N06R::1404792000.0,,,,,,,,,,-1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072600_6..N01R::1404792000.0,,,,,,,,,,-1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069500_6..N01R::1404792000.0,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069450_6..N01R::1404792000.0,,,,,,,,,,71,,-1,,,,-10,,-55,,,,,,,,,,,,,,,,,,,,
